Author,Date,Location,Text
Amanda_trng,2020-03-13 00:49:27,"Salt Lake City, UT",RT Wow dean of University of Washington medical school is asking qualified graduate students to pause their research
lambert_pp,2020-03-13 00:49:07,Canada,RT SOBEITWHERE WAS TRUDEAU A COUPLE MONTHS AGOWhos not banning planes from coming into CanadaHe promised to ta
ssimply_tayy,2020-03-13 00:49:30,"San Diego, CA",my moms friend in canada has to send us toilet paper because its literally sold out everywhere even online
veronicaavsm,2020-03-13 00:49:31,,RT Regis University will move all of its oncampus classroom instruction to online learning environments starting Marc
NHale1776,2020-03-13 00:49:31,USA,RT cravecreative And someone is the 23rd prime minister of Canada
mountkidd,2020-03-13 00:48:40,Alberta Canada,RT Morneau says he wanted to address Canadians after todays stock market volatility Wants Cdns to know We have a very strong fiscal position in Canada the best in the G7
tj_dba,2020-03-13 00:48:40,NAN,HelgisBar cherly222 Do you have access to real maple syrup either from Canada or US If not well bring a jug with us
LeslieBeckRD,2020-03-13 00:48:39,Toronto Canada,RT Shut it down The coronavirus pandemic can no longer be stopped so Canada must embrace social distancing to mitigate the harms by picardonhealth via GlobeDebate covid19
SethZero1,2020-03-13 00:48:39,British Columbia Canada,bisqnetwork AndyBtc I wonder if this is a way for Canadians to get into the US market We can go to the local Canada Post and buy a USD postal money order with our Canadian bucks and throw it in the mail right away
Madzach412,2020-03-13 00:48:39,Shoal Lake Manitoba,RT Following Hockey Canadas decision to cancel all Hockey Canadasanctioned activities due to concerns over COVID19 Hockey Manitoba has canceled all sanctioned games and programs effective immediately
Seunte,2020-03-13 00:48:39,Glasgow Scotland,lituainianach VaultAusir shaunwkearney Excuse me 1 where can I find hipster pieorgi in Scotland it is one of the things I desperately miss about Canada 2 do they have vegetarian options
gatsby_junior,2020-03-13 00:48:38,NAN,DallasIrish BritishAirways Fly canada and tgeb switch to US
JPogubila,2020-03-13 00:48:38,SOshawa Ontario Canada,ArthurDMira jimsarty NBAonTNT Oh you thought I was complimenting Canada when I said let everyone fly inif you did trust me i was condemning Canada gov for letting everyone fly inif thats what you meantsorry
hipsterelectron,2020-03-13 00:48:38,sf nashville dc,RT We can have one little bit of big good news
Lowlanderg,2020-03-13 00:48:37,Canada,TeaPainUSA SeanOfCanada So based on current stats at least 90 million Americans will get sick 18 million seriously and 9 million will die What will it take for Trump supporters to reject him Mass graves Starvation Anarchy all of the above
DaveAkey1,2020-03-13 00:48:37,Canada,Atta go Canada Carry on
TracyCH4,2020-03-13 00:48:37,Hong Kong,RT Stocks past monthChina 03Hong Kong 13Indonesia 15Turkey 16Saudi 16Switzerland 17US 18S Korea 18Russia 18Canada 20UK 22Japan 23Netherlands 23Germany 24France 24Spain 25Australia 25Brazil 26Italy 28
KristianDanroth,2020-03-13 00:48:37,NAN,RT Is there any country other than Canada that has 100 cases and has not enacted some form of travel ban andor mass gathering ban We seem to be the global laggard and seriously offside
savoytruffle99,2020-03-13 00:48:37,NAN,RT Chelsea Manning is free
yvr2017,2020-03-13 00:48:36,NAN,ScottTerrioHMA CPHOCanada reshminair All But they completed forms so its low risk Thats why no gatherings bigger than 250 people in BC
DemosDeme,2020-03-13 00:49:31,"New Jersey, USA",RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I coul
severns_kris,2020-03-13 00:49:22,"Washington, USA",RT Hey friends I tweeted about some coronavirus news up in Canada Trudeau quarantinedCancer Dr in my city infecte
VIKBataille,2020-03-13 00:49:31,"Sydney, New South Wales",Coronavirus Travel event cancellations could help the economy in the long run Global News via GoogleNews
BelloCiao_,2020-03-13 00:49:09,There is only ONE planet 🌏,RT In any public health crisis the burden of risk falls more heavily on the vulnerable and the marginalized The uni
JUST_DREAM_1955,2020-03-13 00:49:31,,I agree
BrantfordBlast,2020-03-13 00:49:31,"Brantford, Ontario",This applies to our upcoming games as well Cancelled until further notice
AndyColeTSN,2020-03-13 00:49:31,"Vancouver, British Columbia",This is the worst kind of thing
jtenant00,2020-03-13 00:49:25,"Junction City, KS",RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d
maggiestemp19,2020-03-13 00:49:31,,RT Hockey Canada Board of Directors has made the decision to cancel all Hockey Canada sanctioned activities effective
erybear_,2020-03-13 00:49:31,,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization
WesternFreedom,2020-03-13 00:49:31,,RT This is what TorSunphoto21 and I filed Jan 26 We highlighted the gamble Canada was taking by not properly scre
Wiggum4Leafs,2020-03-13 00:49:32,Great White North,RT BREAKING As concerns surrounding the COVID19 pandemic continue to grow Western University has announced that it
GTGn731,2020-03-13 00:49:32,731,RT I will be visiting the University of Memphis on April 11
Wu2tR8IgtqtEtQe,2020-03-13 00:48:36,NAN,RT China and Russia are using their diaspora in Canada and undercover agents to try and sway public opinion manipulate the media and influence government decisionmaking according to a new redacted intelligence report cattunneycbc
Riegzskees,2020-03-13 00:48:36,NAN,RT The Winnipeg Jets are partowned by a man named David Thomson He is the richest man in Canada worth about 378 billion If he went completely insane and gave every parttime employee 50000 to selfquarantine for the next year hed still be worth about 378 billion
SSBMBoomyX,2020-03-13 00:48:36,NAN,WillJacks0n Prevention is fine and yes the virus is still fairly new but the msm has been exceptional at drumming up fear despite the numbers thats why you have Fiction and others parroting omg its a pandemic when the number of infected in CanadaUS combined is under 2000
Rod83455599,2020-03-13 00:48:36,Alberta Canada,AlbertArasch CPHOCanada CanadianPM Too busy virtual signalling We dont want the world to think we are racist
NarcityCanada,2020-03-13 00:48:35,Canada,Never changing out of sweats canada canadian news
RichardKnack,2020-03-13 00:48:34,NAN,FairQuestions lamphieryeg ellisbross Two great people that believe in a better Canada Thanks to both of you for what you do and speak out for
kirsten_downes,2020-03-13 00:48:34,Beijing,StephenMcDonell Hockey theyve canceled hockey in Canada end of days oh and theyve just extended the school break here in Toronto for an additional 2 weeks
adoreubysvt,2020-03-13 00:48:34,NAN,RT It isnt justice But its closer to justice than it was yesterday Proud of you for getting through this Chelsea xychelsea
danmarshall77,2020-03-13 00:48:34,Nanaimo BC,The Centennial Cup Jr A National Championship is a Hockey Canada event so this statement impacts the BCHL and its playoffs as well
RibHowz,2020-03-13 00:48:33,Canada eh,IsabelPolnareff The reported numbers in Canada are pretty low too I wasnt expecting drastic measures to happen here but my employer is taking things very seriously it seems Hopefully your quarantine isnt as drastic as wuuhan or Italy Stay safe out there
jfyfe,2020-03-13 00:48:32,Canada,RT The 10 Most Economically Stable Countries1 Switzerland2 Canada3 Germany4 Denmark5 Japan6 Australia7 Sweden8 Netherlands9Norway10 AustriaUS News amp World Report
xaviermurphyja,2020-03-13 00:48:32,Florida USA,RT ThreadCheck out the real situation Most ppl come here from US UK Canada tourists and Jamaicans living in Diaspora These countries not bannedIn US it is well known that testing situation isabysmalwhich means that extent of problem is not known growing
Karen09944730,2020-03-13 00:48:32,NAN,zekezak vousaimemavie Because youre normal I lived in Asia during SARS It was barely a blip I wore a mask when i flew to Canada for a visit thats it
CltrotLyn,2020-03-13 00:48:31,PA,RT Hey friends I tweeted about some coronavirus news up in Canada Trudeau quarantinedCancer Dr in my city infected14 patients quarantinedAll Ontario schools closed until Apr 6Now i found out 2 kids in my kids school have symptomsbeing testedThis hitting home
cher12661,2020-03-13 00:48:31,Burlington Ontario,Is JustinTrudeau having a MentalBreakdownCanada is a complete MESS thanks to him Sophie left him Now she comes back wa cold amp he rushes to her sideI dont think he will come back I think hes done I think he cant handle it anymore IsTrudeausDone
crazybat,2020-03-13 00:49:32,Canada,RT NHL Were suspending the hockey seasonCanada hours later were testing a vaccine
TheRealTachyon,2020-03-13 00:49:25,Canada,CBCNews We should be prosecuting government officials who lie to us about such important life threatening events
mkaragianis,2020-03-13 00:49:32,Victoria BC,RT No quarts of milk in Bellingham No trips to Disneyland BCs health minister advised against all nonessential
eemd48,2020-03-13 00:49:29,,RT Real nice waits until shes safely back in Canada and starts trashtalking the Royals Class act
kass_franceska,2020-03-13 00:49:32,she/her,RT NBA cancels the season Italy stops incoming and outgoing flights World health organization announces COVID19
akaRCN,2020-03-13 00:49:28,Province of Buffalo,RT Im assuming word will be coming soon from HockeyEdmonton1 and HockeyAlberta
brispeaking,2020-03-13 00:49:32,Mars,RT Every university across the United States right now
CM_Kyla,2020-03-13 00:49:32,,The mad lads actually did it
DoctorIsaak,2020-03-13 00:49:30,"Regina, Saskatchewan",Gonna help spread coronavirus so that Canada can also get free pornhub
LLKmakenup,2020-03-13 00:48:31,NAN,RT SOBEITWHERE WAS TRUDEAU A COUPLE MONTHS AGOWhos not banning planes from coming into CanadaHe promised to take the USA downTAKEITASYOUMAY
zappafreak83,2020-03-13 00:48:30,NAN,RT HOW LONGI figure JT will have to selfisolate for at least twenty years before the damage he has done to Canada will begin to subside
CoachCrist,2020-03-13 00:48:30,West Virginia USA,RT Canada can test amp get results back in 4 hours China amp South Korea can test amp get results almost immediately America doesnt have enough tests amp people have to wait days to get results Are we winning yet Trumpdemic OneVoice1
LeighStacey6,2020-03-13 00:48:30,NAN,RT Coronavirus Denmark like Ireland now shuts schools contains large crowds This is the urgent and aggressive action WHO recommended countries to do Question is AGAIN why isnt Canada
dtobinsmith,2020-03-13 00:48:29,Edmonton Alberta,RT The Trudeau govt has gone from the risk to Canadians is still low on March 4 to I would say it is safe to assume that it could be between 30 of the population that acquire COVID19 and 70 on March 11Sourcescdnpoli
fishinwithjin,2020-03-13 00:48:29,NAN,ETERNALJlNNlE you go to western universitylike in canada
karalikewoahh,2020-03-13 00:48:29,NAN,RT Hey Canada yall got corona up there
Tfordtrojans,2020-03-13 00:48:28,Thamesford Ontario Canada,RT STATEMENT In response to the ongoing coronavirus COVID19 pandemic Hockey Canada has cancelled all sanctioned events effective March 13 2020FULL RELEASE
MikeAtchison1,2020-03-13 00:48:28,Zeballos BC,RT Wow gatherings over 250 in BC banned and nonessential travel outside Canada strongly discouraged Those who do will be asked to stay home for 14 days afterward Covid19
dauphinkings,2020-03-13 00:48:28,Dauphin MB,RT STATEMENT In response to the ongoing coronavirus COVID19 pandemic Hockey Canada has cancelled all sanctioned events effective March 13 2020FULL RELEASE
nikkudix,2020-03-13 00:48:28,NAN,RT virtually all the infections in Canada to date have been traced back to contact with people who had recently spent time overseas The coronavirus doesnt appear to be circulating in the community enforcing a ban on all public activities might be overkill
commonstoic,2020-03-13 00:48:27,NAN,RT China and Russia are using their diaspora in Canada and undercover agents to try and sway public opinion manipulate the media and influence government decisionmaking according to a new redacted intelligence report
